PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Title,Survived
327,3,0,61.0,0,0,6.2375,1,0
184,2,0,1.0,2,1,39.0,4,1
1295,1,0,17.0,0,0,47.1,1,0
1223,1,0,39.0,0,0,29.7,1,0
593,3,0,47.0,0,0,7.25,1,0
1290,3,0,22.0,0,0,7.775,1,0
117,3,0,70.5,0,0,7.75,1,0
384,1,1,35.0,1,0,52.0,3,1
61,3,0,22.0,0,0,7.2292,1,0
983,3,0,25.0,0,0,7.775,1,0
583,2,0,54.0,0,0,26.0,1,0
988,1,1,76.0,1,0,78.85,3,1
188,1,0,45.0,0,0,26.55,1,1
369,3,1,25.0,0,0,7.75,2,1
936,1,1,45.0,1,0,52.5542,3,1
581,2,1,25.0,1,1,30.0,2,1
1240,2,0,24.0,0,0,13.5,1,0
186,1,0,39.0,0,0,50.0,1,0
708,1,0,42.0,0,0,26.2875,1,1
391,1,0,36.0,1,2,120.0,1,1
740,3,0,25.0,0,0,7.8958,1,0
47,3,0,25.0,1,0,15.5,1,0
543,3,1,11.0,4,2,31.275,2,0
1031,3,0,40.0,1,6,46.9,1,0
1256,1,1,25.0,1,0,55.4417,3,1
1197,1,1,64.0,1,1,26.55,3,1
985,3,0,25.0,0,0,8.05,1,0
1,3,0,22.0,1,0,7.25,1,0
980,3,1,25.0,0,0,7.75,2,1
364,3,0,35.0,0,0,7.05,1,0
823,1,0,38.0,0,0,0.0,5,0
684,3,0,14.0,5,2,46.9,1,0
1056,2,0,41.0,0,0,13.0,5,0
1205,3,1,37.0,0,0,7.75,2,1
942,1,0,24.0,1,0,60.0,1,0
112,3,1,14.5,1,0,14.4542,2,0
969,1,1,55.0,2,0,25.7,3,1
1274,3,1,25.0,0,0,14.5,3,1
1237,3,1,16.0,0,0,7.65,2,1
949,3,0,25.0,0,0,7.65,1,0
1300,3,1,25.0,0,0,7.7208,2,1
761,3,0,25.0,0,0,14.5,1,0
909,3,0,21.0,0,0,7.225,1,0
735,2,0,23.0,0,0,13.0,1,0
806,3,0,31.0,0,0,7.775,1,0
971,3,1,24.0,0,0,7.75,2,1
51,3,0,7.0,4,1,39.6875,4,0
1014,1,1,35.0,1,0,57.75,3,1
496,3,0,25.0,0,0,14.4583,1,0
313,2,1,26.0,1,1,26.0,3,0
54,2,1,29.0,1,0,26.0,3,1
234,3,1,5.0,4,2,31.3875,2,1
226,3,0,22.0,0,0,9.35,1,0
831,3,1,15.0,1,0,14.4542,3,1
1160,3,1,25.0,0,0,8.05,2,1
521,1,1,30.0,0,0,93.5,2,1
1252,3,0,14.5,8,2,69.55,4,0
840,1,0,39.0,0,0,29.7,1,1
38,3,0,21.0,0,0,8.05,1,0
508,1,0,39.0,0,0,26.55,1,1
469,3,0,25.0,0,0,7.725,1,0
941,3,1,36.0,0,2,15.9,3,1
14,3,0,39.0,1,5,31.275,1,0
628,1,1,21.0,0,0,77.9583,2,1
866,2,1,42.0,0,0,13.0,3,1
350,3,0,42.0,0,0,8.6625,1,0
468,1,0,56.0,0,0,26.55,1,0
107,3,1,21.0,0,0,7.65,2,1
250,2,0,54.0,1,0,26.0,5,0
680,1,0,36.0,0,1,512.3292,1,1
991,3,0,33.0,0,0,8.05,1,0
747,3,0,16.0,1,1,20.25,1,0
433,2,1,42.0,1,0,26.0,3,1
714,3,0,29.0,0,0,9.4833,1,0
943,2,0,27.0,0,0,15.0333,1,0
1246,3,1,0.17,1,2,20.575,2,1
1291,3,0,31.0,0,0,7.7333,1,0
157,3,1,16.0,0,0,7.7333,2,1
592,1,1,52.0,1,0,78.2667,3,1
522,3,0,22.0,0,0,7.8958,1,0
782,1,1,17.0,1,0,57.0,3,1
618,3,1,26.0,1,0,16.1,3,0
568,3,1,29.0,0,4,21.075,3,0
802,2,1,31.0,1,1,26.25,3,1
564,3,0,25.0,0,0,8.05,1,0
321,3,0,22.0,0,0,7.25,1,0
3,3,1,26.0,0,0,7.925,2,1
960,1,0,31.0,0,0,28.5375,1,0
1108,3,1,25.0,0,0,7.8792,2,1
102,3,0,25.0,0,0,7.8958,1,0
146,2,0,19.0,1,1,36.75,1,0
1011,2,1,29.0,1,0,26.0,3,1
205,3,0,18.0,0,0,8.05,1,1
409,3,0,21.0,0,0,7.775,1,0
688,3,0,19.0,0,0,10.1708,1,0
954,3,0,18.0,0,0,7.75,1,0
225,1,0,38.0,1,0,90.0,1,1
1201,3,1,45.0,1,0,14.1083,3,1
1277,2,1,24.0,1,2,65.0,2,1
1245,2,0,49.0,1,2,65.0,1,0
589,3,0,22.0,0,0,8.05,1,0
284,3,0,19.0,0,0,8.05,1,1
655,3,1,18.0,0,0,6.75,2,0
15,3,1,14.0,0,0,7.8542,2,0
1248,1,1,59.0,2,0,51.4792,3,1
478,3,0,29.0,1,0,7.0458,1,0
316,3,1,26.0,0,0,7.8542,2,1
560,3,1,36.0,1,0,17.4,3,1
401,3,0,39.0,0,0,7.925,1,1
1280,3,0,21.0,0,0,7.75,1,0
701,1,1,18.0,1,0,227.525,3,1
780,1,1,43.0,0,1,211.3375,3,1
705,3,0,26.0,1,0,7.8542,1,0
725,1,0,27.0,1,0,53.1,1,1
857,1,1,45.0,1,1,164.8667,3,1
305,3,0,25.0,0,0,8.05,1,0
675,2,0,29.0,0,0,0.0,1,0
370,1,1,24.0,0,0,69.3,3,1
1025,3,0,25.0,1,0,6.4375,1,0
293,2,0,36.0,0,0,12.875,1,0
470,3,1,0.75,2,1,19.2583,2,1
76,3,0,25.0,0,0,7.65,1,0
333,1,0,38.0,0,1,153.4625,1,0
27,3,0,25.0,0,0,7.225,1,0
182,2,0,29.0,0,0,15.05,1,0
848,3,0,35.0,0,0,7.8958,1,0
381,1,1,42.0,0,0,227.525,2,1
421,3,0,25.0,0,0,7.8958,1,0
657,3,0,25.0,0,0,7.8958,1,0
1273,3,0,26.0,0,0,7.8792,1,0
906,1,1,47.0,1,0,61.175,3,1
908,2,0,35.0,0,0,12.35,1,0
46,3,0,25.0,0,0,8.05,1,0
578,1,1,39.0,1,0,55.9,3,1
515,3,0,24.0,0,0,7.4958,1,0
271,1,0,39.0,0,0,31.0,1,0
1091,3,1,25.0,0,0,8.1125,3,1
108,3,0,25.0,0,0,7.775,1,1
7,1,0,54.0,0,0,51.8625,1,0
832,2,0,0.83,1,1,18.75,4,1
1063,3,0,27.0,0,0,7.225,1,0
819,3,0,43.0,0,0,6.45,1,0
1127,3,0,20.0,0,0,7.8542,1,0
673,2,0,70.0,0,0,10.5,1,0
874,3,0,47.0,0,0,9.0,1,0
1255,3,0,27.0,0,0,8.6625,1,0
1204,3,0,25.0,0,0,7.575,1,0
11,3,1,4.0,1,1,16.7,2,1
1084,3,0,11.5,1,1,14.5,4,0
232,3,0,29.0,0,0,7.775,1,0
603,1,0,39.0,0,0,42.4,1,0
290,3,1,22.0,0,0,7.75,2,1
169,1,0,39.0,0,0,25.925,1,0
709,1,1,22.0,0,0,151.55,2,1
1016,3,0,25.0,0,0,7.75,1,0
292,1,1,19.0,1,0,91.0792,3,1
731,1,1,29.0,0,0,211.3375,2,1
595,2,0,37.0,1,0,26.0,1,0
431,1,0,28.0,0,0,26.55,1,1
418,2,1,18.0,0,2,13.0,2,1
155,3,0,25.0,0,0,7.3125,1,0
741,1,0,39.0,0,0,30.0,1,1
1296,1,0,43.0,1,0,27.7208,1,0
395,3,1,24.0,0,2,16.7,3,1
868,1,0,31.0,0,0,50.4958,1,0
1000,3,0,25.0,0,0,8.7125,1,0
1270,1,0,55.0,0,0,50.0,1,0
1155,3,1,1.0,1,1,12.1833,2,1
394,1,1,23.0,1,0,113.275,2,1
1268,3,1,22.0,2,0,8.6625,2,1
1096,2,0,25.0,0,0,10.5,1,0
1006,1,1,63.0,1,0,221.7792,3,1
264,1,0,40.0,0,0,0.0,1,0
1154,2,1,29.0,0,2,23.0,3,1
472,3,0,38.0,0,0,8.6625,1,0
973,1,0,67.0,1,0,221.7792,1,0
619,2,1,4.0,2,1,39.0,2,1
206,3,1,2.0,0,1,10.4625,2,0
312,1,1,18.0,2,2,262.375,2,1
151,2,0,51.0,0,0,12.525,5,0
217,3,1,27.0,0,0,7.925,2,1
873,1,0,33.0,0,0,5.0,1,0
644,3,0,25.0,0,0,56.4958,1,1
385,3,0,25.0,0,0,7.8958,1,0
83,3,1,25.0,0,0,7.7875,2,1
953,2,0,32.0,0,0,13.5,1,0
287,3,0,30.0,0,0,9.5,1,1
795,3,0,25.0,0,0,7.8958,1,0
328,2,1,36.0,0,0,13.0,3,1
1183,3,1,30.0,0,0,6.95,2,1
337,1,0,29.0,1,0,66.6,1,0
1074,1,1,18.0,1,0,53.1,3,1
535,3,1,30.0,0,0,8.6625,2,0
855,2,1,44.0,1,0,26.0,3,0
989,3,0,29.0,0,0,7.925,1,0
390,2,1,17.0,0,0,12.0,2,1
854,1,1,16.0,0,1,39.4,2,1
160,3,0,25.0,8,2,69.55,4,0
1157,3,0,25.0,0,0,7.8958,1,0
756,2,0,0.67,1,1,14.5,4,1
69,3,1,17.0,4,2,7.925,2,1
258,1,1,30.0,0,0,86.5,2,1
393,3,0,28.0,2,0,7.925,1,0
86,3,1,33.0,3,0,15.85,3,1
1138,2,1,22.0,0,0,21.0,3,1
616,2,1,24.0,1,2,65.0,2,1
733,2,0,29.0,0,0,0.0,1,0
19,3,1,31.0,1,0,18.0,3,0
1009,3,1,1.0,1,1,16.7,2,1
1194,2,0,43.0,0,1,21.0,1,0
228,3,0,20.5,0,0,7.25,1,0
484,3,1,63.0,0,0,9.5875,3,1
1148,3,0,25.0,0,0,7.75,1,0
893,3,1,47.0,1,0,7.0,3,1
1094,1,0,47.0,1,0,227.525,5,0
994,3,0,25.0,0,0,7.75,1,0
1238,2,0,26.0,0,0,13.0,1,0
377,3,1,22.0,0,0,7.25,2,1
177,3,0,25.0,3,1,25.4667,4,0
1162,1,0,46.0,0,0,75.2417,1,0
230,3,1,25.0,3,1,25.4667,2,0
639,3,1,41.0,0,5,39.6875,3,0
966,1,1,35.0,0,0,211.5,2,1
426,3,0,25.0,0,0,7.25,1,0
374,1,0,22.0,0,0,135.6333,1,0
1298,2,0,23.0,1,0,10.5,1,0
847,3,0,25.0,8,2,69.55,1,0
889,3,1,25.0,1,2,23.45,2,0
189,3,0,40.0,1,1,15.5,1,0
1191,3,0,29.0,0,0,7.8542,1,0
538,1,1,30.0,0,0,106.425,2,1
585,3,0,25.0,0,0,8.7125,1,0
479,3,0,22.0,0,0,7.5208,1,0
958,3,1,18.0,0,0,7.8792,2,1
1095,2,1,8.0,1,1,26.0,2,1
1202,3,0,18.0,0,0,8.6625,1,0
928,3,1,25.0,0,0,8.05,2,1
459,2,1,50.0,0,0,10.5,2,1
1292,1,1,30.0,0,0,164.8667,2,1
1100,1,1,33.0,0,0,27.7208,2,1
654,3,1,25.0,0,0,7.8292,2,1
888,1,1,19.0,0,0,30.0,2,1
1169,2,0,40.0,1,0,26.0,1,0
101,3,1,28.0,0,0,7.8958,2,0
1145,3,0,24.0,0,0,9.325,1,0
1082,2,0,34.0,1,0,26.0,1,0
208,3,0,26.0,0,0,18.7875,1,1
738,1,0,35.0,0,0,512.3292,1,1
1227,1,0,30.0,0,0,26.0,1,0
1104,2,0,17.0,0,0,73.5,1,0
1265,2,0,44.0,0,0,13.0,1,0
229,2,0,18.0,0,0,13.0,1,0
1188,2,1,1.0,1,2,41.5792,2,1
807,1,0,39.0,0,0,0.0,1,0
44,2,1,3.0,1,2,41.5792,2,1
1054,2,1,26.0,0,0,13.5,2,1
1308,3,0,25.0,0,0,8.05,1,0
986,1,0,25.0,0,0,26.0,1,0
916,1,1,48.0,1,3,262.375,3,1
1220,2,0,29.0,1,0,26.0,1,0
1172,3,1,23.0,0,0,8.6625,2,1
950,3,0,25.0,1,0,16.1,1,0
1178,3,0,25.0,0,0,7.25,1,0
997,3,0,28.0,0,0,22.525,1,0
760,1,1,33.0,0,0,86.5,5,1
366,3,0,30.0,0,0,7.25,1,0
449,3,1,5.0,2,1,19.2583,2,1
236,3,1,25.0,0,0,7.55,2,0
712,1,0,39.0,0,0,26.55,1,0
590,3,0,25.0,0,0,8.05,1,0
1051,3,1,26.0,0,2,13.775,3,1
670,1,1,39.0,1,0,52.0,3,1
571,2,0,62.0,0,0,10.5,1,1
497,1,1,54.0,1,0,78.2667,2,1
981,2,0,2.0,1,1,23.0,4,0
637,3,0,32.0,0,0,7.925,1,0
1210,3,0,27.0,0,0,7.8542,1,0
1015,3,0,28.0,0,0,7.25,1,0
884,2,0,28.0,0,0,10.5,1,0
36,1,0,42.0,1,0,52.0,1,0
1199,3,0,0.83,0,1,9.35,4,0
419,2,0,30.0,0,0,13.0,1,0
612,3,0,25.0,0,0,7.05,1,0
440,2,0,31.0,0,0,10.5,1,0
451,2,0,36.0,1,2,27.75,1,0
1272,3,0,25.0,0,0,7.75,1,0
183,3,0,9.0,4,2,31.3875,4,0
475,3,1,22.0,0,0,9.8375,2,0
752,3,0,6.0,0,1,12.475,4,1
388,2,1,36.0,0,0,13.0,2,1
357,1,1,22.0,0,1,55.0,2,1
85,2,1,17.0,0,0,10.5,2,1
858,1,0,51.0,0,0,26.55,1,1
671,2,1,40.0,1,1,39.0,3,1
1279,2,0,57.0,0,0,13.0,1,0
833,3,0,25.0,0,0,7.2292,1,0
1149,3,0,28.0,0,0,8.05,1,0
624,3,0,21.0,0,0,7.8542,1,0
984,1,1,27.0,1,2,52.0,3,1
697,3,0,44.0,0,0,8.05,1,0
729,2,0,25.0,1,0,26.0,1,0
974,1,0,49.0,0,0,26.0,1,0
1207,3,1,17.0,0,0,7.7333,2,1
611,3,1,39.0,1,5,31.275,3,0
339,3,0,45.0,0,0,8.05,1,1
700,3,0,42.0,0,0,7.65,1,0
810,1,1,33.0,1,0,53.1,3,1
1065,3,0,25.0,0,0,7.2292,1,0
865,2,0,24.0,0,0,13.0,1,0
1125,3,0,25.0,0,0,7.8792,1,0
1049,3,1,23.0,0,0,7.8542,2,1
528,1,0,39.0,0,0,221.7792,1,0
822,3,0,27.0,0,0,8.6625,1,1
414,2,0,29.0,0,0,0.0,1,0
650,3,1,23.0,0,0,7.55,2,1
1165,3,1,25.0,1,0,15.5,2,1
466,3,0,38.0,0,0,7.05,1,0
1099,2,0,24.0,0,0,10.5,1,0
1264,1,0,49.0,0,0,0.0,1,0
1097,1,0,39.0,0,0,25.7417,1,0
896,3,1,22.0,1,1,12.2875,3,1
139,3,0,16.0,0,0,9.2167,1,0
363,3,1,45.0,0,1,14.4542,3,0
821,1,1,52.0,1,1,93.5,3,1
345,2,0,36.0,0,0,13.0,1,0
1089,3,1,18.0,0,0,7.775,2,1
256,3,1,29.0,0,2,15.2458,3,1
694,3,0,25.0,0,0,7.225,1,0
649,3,0,25.0,0,0,7.55,1,0
532,3,0,25.0,0,0,7.2292,1,0
254,3,0,30.0,1,0,16.1,1,0
1185,1,0,53.0,1,1,81.8583,5,0
557,1,1,48.0,1,0,39.6,5,1
175,1,0,56.0,0,0,30.6958,1,0
382,3,1,1.0,0,2,15.7417,2,1
65,1,0,39.0,0,0,27.7208,1,0
783,1,0,29.0,0,0,30.0,1,0
259,1,1,35.0,0,0,512.3292,2,1
867,2,1,27.0,1,0,13.8583,2,1
199,3,1,25.0,0,0,7.75,2,1
211,3,0,24.0,0,0,7.05,1,0
1195,3,0,24.0,0,0,8.6625,1,0
539,3,0,25.0,0,0,14.5,1,0
785,3,0,25.0,0,0,7.05,1,0
59,2,1,5.0,1,2,27.75,2,1
94,3,0,26.0,1,2,20.575,1,0
172,3,0,4.0,4,1,29.125,4,0
90,3,0,24.0,0,0,8.05,1,0
808,3,1,18.0,0,0,7.775,2,0
703,3,1,18.0,0,1,14.4542,2,0
689,3,0,18.0,0,0,7.7958,1,0
849,2,0,28.0,0,1,33.0,5,0
722,3,0,17.0,1,0,7.0542,1,0
911,3,1,45.0,0,0,7.225,3,1
105,3,0,37.0,2,0,7.925,1,0
71,2,0,32.0,0,0,10.5,1,0
841,3,0,20.0,0,0,7.925,1,0
1002,2,0,41.0,0,0,15.0458,1,0
1140,2,1,29.0,1,0,26.0,3,1
977,3,0,25.0,1,0,14.4542,1,0
416,3,1,25.0,0,0,8.05,3,0
467,2,0,29.0,0,0,0.0,1,0
518,3,0,25.0,0,0,24.15,1,0
270,1,1,35.0,0,0,135.6333,2,1
597,2,1,29.0,0,0,33.0,2,1
318,2,0,54.0,0,0,14.0,5,0
148,3,1,9.0,2,2,34.375,2,0
1282,1,0,23.0,0,0,93.5,1,0
6,3,0,25.0,0,0,8.4583,1,0
1064,3,0,23.0,1,0,13.9,1,0
948,3,0,35.0,0,0,7.8958,1,0
120,3,1,2.0,4,2,31.275,2,0
923,2,0,24.0,2,0,31.5,1,0
839,3,0,32.0,0,0,56.4958,1,1
485,1,0,25.0,1,0,91.0792,1,1
886,3,1,39.0,0,5,29.125,3,0
361,3,0,40.0,1,4,27.9,1,0
914,1,1,39.0,0,0,31.6833,3,1
683,3,0,20.0,0,0,9.225,1,0
1159,3,0,25.0,0,0,7.55,1,0
955,3,1,22.0,0,0,7.725,2,1
946,2,0,29.0,0,0,15.5792,1,0
40,3,1,14.0,1,0,11.2417,2,1
549,3,0,33.0,1,1,20.525,1,0
1102,3,0,32.0,0,0,22.525,1,0
150,2,0,42.0,0,0,13.0,5,0
749,1,0,19.0,1,0,53.1,1,0
524,1,1,44.0,0,1,57.9792,3,1
918,1,1,22.0,0,1,61.9792,2,1
439,1,0,64.0,1,4,263.0,1,0
695,1,0,60.0,0,0,26.55,5,0
937,3,0,25.0,0,0,7.925,1,0
1219,1,0,46.0,0,0,79.2,1,0
545,1,0,50.0,1,0,106.425,1,0
623,3,0,20.0,1,1,15.7417,1,1
766,1,1,51.0,1,0,77.9583,3,1
627,2,0,57.0,0,0,12.35,5,0
403,3,1,21.0,1,0,9.825,2,0
446,1,0,4.0,0,2,81.8583,4,1
1285,2,0,47.0,0,0,10.5,1,0
111,1,0,47.0,0,0,52.0,1,0
407,3,0,51.0,0,0,7.75,1,0
272,3,0,25.0,0,0,0.0,1,1
156,1,0,51.0,0,1,61.3792,1,0
344,2,0,25.0,0,0,13.0,1,0
257,1,1,39.0,0,0,79.2,3,1
295,3,0,24.0,0,0,7.8958,1,0
274,1,0,37.0,0,1,29.7,1,0
289,2,0,42.0,0,0,13.0,1,1
166,3,0,9.0,0,2,20.525,4,1
859,3,1,24.0,0,3,19.2583,3,1
52,3,0,21.0,0,0,7.8,1,0
520,3,0,32.0,0,0,7.8958,1,0
473,2,1,33.0,1,2,27.75,3,1
360,3,1,25.0,0,0,7.8792,2,1
717,1,1,38.0,0,0,227.525,2,1
1167,2,1,20.0,1,0,26.0,2,1
668,3,0,25.0,0,0,7.775,1,0
302,3,0,25.0,2,0,23.25,1,1
434,3,0,17.0,0,0,7.125,1,0
662,3,0,40.0,0,0,7.225,1,0
620,2,0,26.0,0,0,10.5,1,0
173,3,1,1.0,1,1,11.1333,2,1
1083,1,0,39.0,0,0,26.0,1,0
687,3,0,14.0,4,1,39.6875,1,0
530,2,0,23.0,2,1,11.5,1,0
1217,3,0,23.0,0,0,7.05,1,0
269,1,1,58.0,0,1,153.4625,3,1
961,1,1,60.0,1,4,263.0,3,1
664,3,0,36.0,0,0,7.4958,1,0
1133,2,1,45.0,0,2,30.0,3,1
109,3,0,38.0,0,0,7.8958,1,0
